id_incidencia,codigo_incidencia,id_operacion,tipo_incidencia,severidad,fecha_reporte,estado_incidencia
103,I00103,579,Resultado pendiente,Alta,2026-03-01,Abierta
104,I00104,588,Medicamento agotado,Alta,2026-04-21,En revisión
105,I00105,611,Observación de hospitalización,Alta,2026-02-10,En revisión
106,I00106,616,Cita reprogramada,Baja,2026-06-03,En revisión
107,I00107,619,Reacción posvacuna,Baja,2026-02-10,En revisión
108,I00108,624,Resultado pendiente,Media,2026-02-11,En revisión
109,I00109,627,Medicamento agotado,Media,2026-02-13,Cerrada
110,I00110,634,Observación de hospitalización,Baja,2026-04-24,En revisión
111,I00111,637,Cita reprogramada,Baja,2026-06-03,Abierta
112,I00112,638,Reacción posvacuna,Baja,2026-05-02,Cerrada
113,I00113,654,Resultado pendiente,Alta,2026-02-22,Cerrada
114,I00114,660,Medicamento agotado,Baja,2026-06-10,Cerrada
115,I00115,688,Observación de hospitalización,Baja,2026-03-10,Abierta
116,I00116,692,Cita reprogramada,Baja,2026-03-26,En revisión
117,I00117,700,Reacción posvacuna,Media,2026-05-19,Cerrada
118,I00118,709,Resultado pendiente,Baja,2026-04-13,Cerrada
119,I00119,713,Medicamento agotado,Alta,2026-02-18,Abierta
120,I00120,717,Observación de hospitalización,Media,2026-06-25,Cerrada
121,I00121,722,Cita reprogramada,Baja,2026-05-08,En revisión
122,I00122,734,Reacción posvacuna,Media,2026-05-11,Cerrada
123,I00123,740,Resultado pendiente,Alta,2026-04-16,Abierta
124,I00124,743,Medicamento agotado,Baja,2026-06-28,Abierta
125,I00125,744,Observación de hospitalización,Media,2026-06-04,En revisión
126,I00126,751,Cita reprogramada,Media,2026-03-12,Abierta
127,I00127,752,Reacción posvacuna,Media,2026-02-14,Abierta
128,I00128,753,Resultado pendiente,Baja,2026-04-14,Cerrada
129,I00129,755,Medicamento agotado,Media,2026-06-08,Abierta
130,I00130,756,Observación de hospitalización,Alta,2026-03-19,En revisión
131,I00131,763,Cita reprogramada,Baja,2026-04-03,Abierta
132,I00132,767,Reacción posvacuna,Media,2026-02-03,Abierta
133,I00133,775,Resultado pendiente,Alta,2026-06-20,Cerrada
134,I00134,787,Medicamento agotado,Media,2026-04-10,Abierta
135,I00135,802,Observación de hospitalización,Alta,2026-05-02,En revisión
136,I00136,814,Cita reprogramada,Media,2026-06-12,En revisión
137,I00137,828,Reacción posvacuna,Alta,2026-05-09,Abierta
138,I00138,832,Resultado pendiente,Baja,2026-03-02,En revisión
139,I00139,834,Medicamento agotado,Media,2026-03-23,Cerrada
140,I00140,837,Observación de hospitalización,Alta,2026-06-18,Abierta
141,I00141,872,Cita reprogramada,Baja,2026-05-04,Abierta
142,I00142,874,Reacción posvacuna,Alta,2026-03-23,Cerrada
143,I00143,880,Resultado pendiente,Baja,2026-06-01,En revisión
144,I00144,881,Medicamento agotado,Baja,2026-06-28,En revisión
145,I00145,882,Observación de hospitalización,Media,2026-04-21,Cerrada
146,I00146,884,Cita reprogramada,Baja,2026-06-12,Cerrada
147,I00147,900,Reacción posvacuna,Alta,2026-04-17,Abierta
148,I00148,901,Resultado pendiente,Media,2026-04-05,En revisión
149,I00149,908,Medicamento agotado,Baja,2026-06-04,En revisión
150,I00150,924,Observación de hospitalización,Media,2026-03-03,Cerrada
151,I00151,925,Cita reprogramada,Alta,2026-05-04,Abierta
152,I00152,926,Reacción posvacuna,Alta,2026-02-12,En revisión
153,I00153,941,Resultado pendiente,Media,2026-05-23,Cerrada
154,I00154,946,Medicamento agotado,Media,2026-02-05,Cerrada
155,I00155,951,Observación de hospitalización,Alta,2026-04-20,Cerrada
156,I00156,970,Cita reprogramada,Baja,2026-06-15,En revisión
157,I00157,979,Reacción posvacuna,Media,2026-03-10,Abierta
158,I00158,987,Resultado pendiente,Media,2026-06-03,En revisión
159,I00159,991,Medicamento agotado,Alta,2026-05-08,Abierta
