id_incidencia,codigo_incidencia,id_operacion,tipo_incidencia,severidad,fecha_reporte,estado_incidencia
77,I00077,450,Documento pendiente,Media,2026-04-22,En revisión
78,I00078,451,Pago no conciliado,Media,2026-03-24,En revisión
79,I00079,455,Plazo vencido,Baja,2026-05-17,En revisión
80,I00080,458,Dirección catastral inconsistente,Baja,2026-02-01,En revisión
81,I00081,460,Expediente observado,Baja,2026-05-06,Abierta
82,I00082,468,Documento pendiente,Alta,2026-05-16,Abierta
83,I00083,470,Pago no conciliado,Baja,2026-06-09,Cerrada
84,I00084,472,Plazo vencido,Baja,2026-02-18,Cerrada
85,I00085,474,Dirección catastral inconsistente,Alta,2026-05-19,En revisión
86,I00086,506,Expediente observado,Baja,2026-02-26,Cerrada
87,I00087,512,Documento pendiente,Media,2026-04-03,Abierta
88,I00088,513,Pago no conciliado,Baja,2026-02-21,En revisión
89,I00089,514,Plazo vencido,Media,2026-04-15,En revisión
90,I00090,522,Dirección catastral inconsistente,Media,2026-06-18,Abierta
91,I00091,523,Expediente observado,Media,2026-06-17,Abierta
92,I00092,538,Documento pendiente,Media,2026-05-13,Cerrada
93,I00093,557,Pago no conciliado,Media,2026-05-04,Cerrada
94,I00094,558,Plazo vencido,Alta,2026-05-19,En revisión
95,I00095,561,Dirección catastral inconsistente,Media,2026-02-16,Abierta
96,I00096,571,Expediente observado,Alta,2026-02-18,Abierta
97,I00097,574,Documento pendiente,Media,2026-03-23,Abierta
98,I00098,600,Pago no conciliado,Media,2026-05-11,Cerrada
99,I00099,602,Plazo vencido,Baja,2026-04-11,Abierta
100,I00100,620,Dirección catastral inconsistente,Media,2026-05-18,Cerrada
101,I00101,622,Expediente observado,Baja,2026-05-09,En revisión
102,I00102,623,Documento pendiente,Baja,2026-03-13,Cerrada
103,I00103,638,Pago no conciliado,Media,2026-03-14,En revisión
104,I00104,640,Plazo vencido,Baja,2026-06-22,Abierta
105,I00105,646,Dirección catastral inconsistente,Alta,2026-06-09,Abierta
106,I00106,652,Expediente observado,Baja,2026-04-25,Abierta
107,I00107,659,Documento pendiente,Alta,2026-05-04,Cerrada
108,I00108,664,Pago no conciliado,Alta,2026-03-02,Abierta
109,I00109,677,Plazo vencido,Baja,2026-04-18,Cerrada
110,I00110,687,Dirección catastral inconsistente,Media,2026-02-06,Abierta
111,I00111,696,Expediente observado,Media,2026-04-23,Cerrada
112,I00112,697,Documento pendiente,Media,2026-04-21,Cerrada
113,I00113,701,Pago no conciliado,Media,2026-05-23,En revisión
114,I00114,704,Plazo vencido,Baja,2026-03-26,Cerrada
115,I00115,706,Dirección catastral inconsistente,Baja,2026-04-17,Cerrada
116,I00116,711,Expediente observado,Media,2026-04-18,Cerrada
117,I00117,715,Documento pendiente,Media,2026-03-14,Abierta
118,I00118,716,Pago no conciliado,Alta,2026-06-09,En revisión
119,I00119,730,Plazo vencido,Alta,2026-04-17,Abierta
120,I00120,743,Dirección catastral inconsistente,Alta,2026-02-04,Cerrada
121,I00121,748,Expediente observado,Baja,2026-03-14,En revisión
122,I00122,757,Documento pendiente,Alta,2026-04-10,Abierta
123,I00123,766,Pago no conciliado,Baja,2026-06-07,Cerrada
124,I00124,781,Plazo vencido,Baja,2026-05-15,Abierta
125,I00125,790,Dirección catastral inconsistente,Baja,2026-06-06,Abierta
126,I00126,795,Expediente observado,Media,2026-05-05,Abierta
127,I00127,800,Documento pendiente,Baja,2026-05-11,Abierta
128,I00128,804,Pago no conciliado,Alta,2026-03-10,En revisión
129,I00129,806,Plazo vencido,Alta,2026-03-19,En revisión
130,I00130,808,Dirección catastral inconsistente,Baja,2026-03-11,Cerrada
131,I00131,812,Expediente observado,Alta,2026-02-16,Abierta
132,I00132,817,Documento pendiente,Media,2026-06-02,Abierta
133,I00133,838,Pago no conciliado,Media,2026-03-04,En revisión
134,I00134,840,Plazo vencido,Alta,2026-06-07,Abierta
135,I00135,841,Dirección catastral inconsistente,Media,2026-03-09,Abierta
136,I00136,853,Expediente observado,Baja,2026-06-06,Cerrada
137,I00137,856,Documento pendiente,Alta,2026-06-08,Cerrada
138,I00138,858,Pago no conciliado,Alta,2026-05-17,En revisión
139,I00139,861,Plazo vencido,Media,2026-03-10,En revisión
140,I00140,862,Dirección catastral inconsistente,Alta,2026-04-08,En revisión
141,I00141,868,Expediente observado,Alta,2026-06-11,En revisión
142,I00142,874,Documento pendiente,Baja,2026-05-01,Cerrada
143,I00143,896,Pago no conciliado,Alta,2026-02-07,Abierta
144,I00144,899,Plazo vencido,Alta,2026-06-28,Cerrada
145,I00145,902,Dirección catastral inconsistente,Alta,2026-04-07,En revisión
146,I00146,908,Expediente observado,Media,2026-06-07,Cerrada
147,I00147,914,Documento pendiente,Baja,2026-06-02,Cerrada
148,I00148,916,Pago no conciliado,Alta,2026-02-03,Cerrada
149,I00149,939,Plazo vencido,Baja,2026-04-03,Cerrada
150,I00150,944,Dirección catastral inconsistente,Media,2026-02-23,En revisión
151,I00151,946,Expediente observado,Baja,2026-02-06,Cerrada
152,I00152,958,Documento pendiente,Alta,2026-05-11,En revisión
153,I00153,969,Pago no conciliado,Baja,2026-04-08,Cerrada
154,I00154,973,Plazo vencido,Media,2026-03-06,Cerrada
155,I00155,979,Dirección catastral inconsistente,Baja,2026-05-12,En revisión
156,I00156,990,Expediente observado,Media,2026-03-19,Cerrada
157,I00157,992,Documento pendiente,Media,2026-06-25,Cerrada
158,I00158,999,Pago no conciliado,Alta,2026-05-28,Abierta
