id_incidencia,codigo_incidencia,id_operacion,tipo_incidencia,severidad,fecha_reporte,estado_incidencia
102,I00102,617,Producto frío,Alta,2026-04-21,Abierta
103,I00103,620,Demora en entrega,Alta,2026-04-28,Cerrada
104,I00104,627,Ingrediente faltante,Alta,2026-04-15,Abierta
105,I00105,635,Cobro duplicado,Baja,2026-04-20,En revisión
106,I00106,639,Pedido incompleto,Media,2026-02-21,En revisión
107,I00107,640,Producto frío,Media,2026-04-15,En revisión
108,I00108,655,Demora en entrega,Baja,2026-03-17,Cerrada
109,I00109,657,Ingrediente faltante,Baja,2026-05-01,Cerrada
110,I00110,667,Cobro duplicado,Baja,2026-05-15,En revisión
111,I00111,676,Pedido incompleto,Baja,2026-06-20,En revisión
112,I00112,678,Producto frío,Alta,2026-05-14,En revisión
113,I00113,685,Demora en entrega,Baja,2026-04-03,Abierta
114,I00114,690,Ingrediente faltante,Media,2026-04-19,Abierta
115,I00115,699,Cobro duplicado,Alta,2026-03-01,En revisión
116,I00116,702,Pedido incompleto,Media,2026-02-15,Cerrada
117,I00117,714,Producto frío,Media,2026-04-28,En revisión
118,I00118,715,Demora en entrega,Media,2026-06-06,En revisión
119,I00119,720,Ingrediente faltante,Media,2026-05-11,Abierta
120,I00120,733,Cobro duplicado,Alta,2026-02-03,Abierta
121,I00121,734,Pedido incompleto,Media,2026-04-10,En revisión
122,I00122,750,Producto frío,Baja,2026-02-12,Cerrada
123,I00123,759,Demora en entrega,Media,2026-03-14,En revisión
124,I00124,760,Ingrediente faltante,Media,2026-06-13,Cerrada
125,I00125,761,Cobro duplicado,Alta,2026-04-23,Abierta
126,I00126,762,Pedido incompleto,Alta,2026-05-19,En revisión
127,I00127,784,Producto frío,Alta,2026-02-09,En revisión
128,I00128,785,Demora en entrega,Baja,2026-05-05,Cerrada
129,I00129,787,Ingrediente faltante,Alta,2026-06-21,Abierta
130,I00130,788,Cobro duplicado,Media,2026-05-27,Cerrada
131,I00131,790,Pedido incompleto,Baja,2026-03-28,En revisión
132,I00132,811,Producto frío,Media,2026-02-13,En revisión
133,I00133,818,Demora en entrega,Baja,2026-05-21,En revisión
134,I00134,821,Ingrediente faltante,Media,2026-05-15,Cerrada
135,I00135,824,Cobro duplicado,Alta,2026-06-11,En revisión
136,I00136,841,Pedido incompleto,Baja,2026-04-24,Cerrada
137,I00137,842,Producto frío,Media,2026-03-03,Cerrada
138,I00138,855,Demora en entrega,Baja,2026-03-11,Cerrada
139,I00139,857,Ingrediente faltante,Alta,2026-02-09,Cerrada
140,I00140,861,Cobro duplicado,Media,2026-03-15,Abierta
141,I00141,865,Pedido incompleto,Alta,2026-03-13,Abierta
142,I00142,869,Producto frío,Baja,2026-02-27,En revisión
143,I00143,878,Demora en entrega,Alta,2026-04-19,En revisión
144,I00144,879,Ingrediente faltante,Media,2026-03-05,Cerrada
145,I00145,880,Cobro duplicado,Baja,2026-04-27,En revisión
146,I00146,883,Pedido incompleto,Media,2026-02-10,En revisión
147,I00147,895,Producto frío,Media,2026-02-07,Abierta
148,I00148,900,Demora en entrega,Media,2026-02-19,Cerrada
149,I00149,904,Ingrediente faltante,Alta,2026-06-09,Abierta
150,I00150,910,Cobro duplicado,Media,2026-06-28,Abierta
151,I00151,916,Pedido incompleto,Alta,2026-05-12,Cerrada
152,I00152,918,Producto frío,Baja,2026-03-11,En revisión
153,I00153,934,Demora en entrega,Alta,2026-03-14,Abierta
154,I00154,936,Ingrediente faltante,Baja,2026-06-21,En revisión
155,I00155,946,Cobro duplicado,Media,2026-05-09,En revisión
156,I00156,947,Pedido incompleto,Media,2026-06-11,Abierta
157,I00157,964,Producto frío,Media,2026-05-06,Abierta
158,I00158,966,Demora en entrega,Alta,2026-02-01,Abierta
159,I00159,967,Ingrediente faltante,Alta,2026-04-05,Cerrada
160,I00160,972,Cobro duplicado,Alta,2026-04-11,Cerrada
161,I00161,974,Pedido incompleto,Media,2026-03-18,En revisión
162,I00162,979,Producto frío,Alta,2026-06-01,En revisión
163,I00163,985,Demora en entrega,Alta,2026-02-04,Abierta
164,I00164,986,Ingrediente faltante,Baja,2026-06-19,Cerrada
165,I00165,988,Cobro duplicado,Media,2026-04-01,Cerrada
166,I00166,990,Pedido incompleto,Baja,2026-03-27,Cerrada
167,I00167,998,Producto frío,Baja,2026-02-15,Cerrada
168,I00168,999,Demora en entrega,Baja,2026-06-08,Cerrada
