id_incidencia,codigo_incidencia,id_operacion,tipo_incidencia,severidad,fecha_reporte,estado_incidencia
59,I00059,370,Desembolso pendiente,Media,2026-04-23,Cerrada
60,I00060,376,Bloqueo de cuenta,Baja,2026-05-16,Abierta
61,I00061,388,Transferencia observada,Alta,2026-04-16,Abierta
62,I00062,401,Cargo no reconocido,Media,2026-06-21,Abierta
63,I00063,403,Retención de tarjeta,Baja,2026-05-12,Abierta
64,I00064,406,Desembolso pendiente,Baja,2026-04-25,Abierta
65,I00065,422,Bloqueo de cuenta,Media,2026-02-14,Cerrada
66,I00066,428,Transferencia observada,Media,2026-03-09,Abierta
67,I00067,429,Cargo no reconocido,Media,2026-02-18,Abierta
68,I00068,430,Retención de tarjeta,Alta,2026-06-09,Abierta
69,I00069,432,Desembolso pendiente,Alta,2026-05-21,Abierta
70,I00070,434,Bloqueo de cuenta,Media,2026-02-09,Abierta
71,I00071,459,Transferencia observada,Media,2026-06-09,Cerrada
72,I00072,470,Cargo no reconocido,Baja,2026-03-12,Cerrada
73,I00073,480,Retención de tarjeta,Baja,2026-04-12,En revisión
74,I00074,485,Desembolso pendiente,Media,2026-02-10,Abierta
75,I00075,490,Bloqueo de cuenta,Media,2026-03-12,En revisión
76,I00076,491,Transferencia observada,Alta,2026-06-27,Abierta
77,I00077,496,Cargo no reconocido,Media,2026-05-25,En revisión
78,I00078,501,Retención de tarjeta,Baja,2026-02-16,En revisión
79,I00079,502,Desembolso pendiente,Alta,2026-03-14,Abierta
80,I00080,503,Bloqueo de cuenta,Baja,2026-06-19,Abierta
81,I00081,512,Transferencia observada,Alta,2026-02-05,Abierta
82,I00082,514,Cargo no reconocido,Alta,2026-03-04,Abierta
83,I00083,526,Retención de tarjeta,Baja,2026-05-18,Cerrada
84,I00084,536,Desembolso pendiente,Media,2026-03-15,Abierta
85,I00085,538,Bloqueo de cuenta,Alta,2026-04-23,En revisión
86,I00086,549,Transferencia observada,Baja,2026-04-13,Cerrada
87,I00087,553,Cargo no reconocido,Baja,2026-03-04,Cerrada
88,I00088,561,Retención de tarjeta,Media,2026-05-09,Cerrada
89,I00089,592,Desembolso pendiente,Media,2026-05-04,Cerrada
90,I00090,604,Bloqueo de cuenta,Alta,2026-06-28,En revisión
91,I00091,619,Transferencia observada,Alta,2026-04-20,Abierta
92,I00092,622,Cargo no reconocido,Baja,2026-03-13,Cerrada
93,I00093,625,Retención de tarjeta,Alta,2026-04-15,En revisión
94,I00094,629,Desembolso pendiente,Alta,2026-02-06,Abierta
95,I00095,634,Bloqueo de cuenta,Alta,2026-06-10,Abierta
96,I00096,636,Transferencia observada,Media,2026-03-12,Abierta
97,I00097,640,Cargo no reconocido,Alta,2026-05-21,Cerrada
98,I00098,642,Retención de tarjeta,Alta,2026-06-24,En revisión
99,I00099,645,Desembolso pendiente,Media,2026-02-04,Abierta
100,I00100,646,Bloqueo de cuenta,Baja,2026-05-14,Cerrada
101,I00101,678,Transferencia observada,Media,2026-02-11,Abierta
102,I00102,683,Cargo no reconocido,Baja,2026-02-20,Cerrada
103,I00103,693,Retención de tarjeta,Media,2026-05-15,En revisión
104,I00104,717,Desembolso pendiente,Alta,2026-02-16,Abierta
105,I00105,733,Bloqueo de cuenta,Baja,2026-03-16,En revisión
106,I00106,755,Transferencia observada,Alta,2026-03-03,Cerrada
107,I00107,758,Cargo no reconocido,Media,2026-02-06,Abierta
108,I00108,761,Retención de tarjeta,Baja,2026-06-10,En revisión
109,I00109,783,Desembolso pendiente,Baja,2026-06-06,Cerrada
110,I00110,791,Bloqueo de cuenta,Alta,2026-05-07,En revisión
111,I00111,795,Transferencia observada,Media,2026-04-03,Cerrada
112,I00112,812,Cargo no reconocido,Alta,2026-05-07,En revisión
113,I00113,814,Retención de tarjeta,Baja,2026-06-24,Abierta
114,I00114,822,Desembolso pendiente,Baja,2026-04-19,Cerrada
115,I00115,841,Bloqueo de cuenta,Alta,2026-03-04,Abierta
116,I00116,846,Transferencia observada,Baja,2026-05-12,En revisión
117,I00117,861,Cargo no reconocido,Media,2026-02-25,Abierta
118,I00118,862,Retención de tarjeta,Alta,2026-02-21,Abierta
119,I00119,863,Desembolso pendiente,Baja,2026-02-24,En revisión
120,I00120,865,Bloqueo de cuenta,Baja,2026-04-26,Abierta
121,I00121,873,Transferencia observada,Alta,2026-02-08,Cerrada
122,I00122,875,Cargo no reconocido,Baja,2026-02-10,En revisión
123,I00123,877,Retención de tarjeta,Media,2026-04-10,Abierta
124,I00124,881,Desembolso pendiente,Media,2026-06-05,Cerrada
125,I00125,885,Bloqueo de cuenta,Media,2026-04-06,Cerrada
126,I00126,887,Transferencia observada,Media,2026-04-26,Abierta
127,I00127,892,Cargo no reconocido,Media,2026-02-26,En revisión
128,I00128,896,Retención de tarjeta,Alta,2026-04-09,En revisión
129,I00129,902,Desembolso pendiente,Baja,2026-06-09,En revisión
130,I00130,934,Bloqueo de cuenta,Media,2026-06-11,En revisión
131,I00131,944,Transferencia observada,Alta,2026-02-10,Cerrada
132,I00132,957,Cargo no reconocido,Media,2026-05-22,En revisión
133,I00133,963,Retención de tarjeta,Baja,2026-05-07,En revisión
134,I00134,969,Desembolso pendiente,Media,2026-03-27,Abierta
135,I00135,970,Bloqueo de cuenta,Alta,2026-03-08,En revisión
136,I00136,975,Transferencia observada,Media,2026-02-28,Cerrada
137,I00137,995,Cargo no reconocido,Alta,2026-04-02,Cerrada
