id_pago,codigo_pago,id_operacion,fecha_pago,medio_pago,monto_pagado,estado_pago
59,PG00059,59,2026-03-21,Carta fianza,2484.06,Pagado
60,PG00060,60,2026-02-22,Crédito empresarial,756.42,Pagado
61,PG00061,61,2026-04-05,Transferencia,195.88,Pagado
62,PG00062,62,2026-01-13,Letra a 30 días,5800.00,Pagado
63,PG00063,63,2026-03-19,Carta fianza,684.84,Pagado
64,PG00064,64,2026-02-21,Crédito empresarial,0.0,Anulado
65,PG00065,65,2026-02-13,Transferencia,3792.02,Pagado
66,PG00066,66,2026-04-01,Letra a 30 días,1102.65,Pagado
67,PG00067,67,2026-05-27,Carta fianza,0.0,Anulado
68,PG00068,68,2026-02-10,Crédito empresarial,0.0,Anulado
69,PG00069,69,2026-06-05,Transferencia,0.0,Anulado
70,PG00070,70,2026-03-18,Letra a 30 días,341.22,Parcial
71,PG00071,71,2026-06-22,Carta fianza,52.38,Pagado
72,PG00072,72,2026-04-17,Crédito empresarial,8791.02,Pagado
73,PG00073,73,2026-02-02,Transferencia,5114.04,Pagado
74,PG00074,74,2026-03-23,Letra a 30 días,2018.44,Parcial
75,PG00075,75,2026-04-06,Carta fianza,806.34,Pagado
76,PG00076,76,,Crédito empresarial,950.00,Pagado
77,PG00077,77,2026-04-27,Transferencia,2961.73,Pagado
78,PG00078,78,2026-06-06,Letra a 30 días,723.70,Pagado
79,PG00079,79,2026-03-12,Carta fianza,3227.0,Parcial
80,PG00080,80,2026-04-10,Crédito empresarial,516.27,Parcial
81,PG00081,81,2026-04-10,Transferencia,625.45,Pagado
82,PG00082,82,2026-01-19,Letra a 30 días,380.00,Pagado
83,PG00083,83,2026-03-21,Carta fianza,745.84,Pagado
84,PG00084,84,2026-05-14,Crédito empresarial,10442.70,Pagado
85,PG00085,85,2026-06-22,Transferencia,220.53,Pagado
86,PG00086,86,2026-05-23,Letra a 30 días,2517.60,Pagado
87,PG00087,87,2026-02-07,Carta fianza,1680.05,Pagado
88,PG00088,88,2026-06-23,Crédito empresarial,0.0,anulado
89,PG00089,89,2026-06-01,Transferencia,0.0,Anulado
90,PG00090,90,2026-02-16,Letra a 30 días,1357.38,Pagado
91,PG00091,91,2026-01-12,Carta fianza,2404.04,Pagado
92,PG00092,92,2026-03-15,Crédito empresarial,3792.96,Pagado
93,PG00093,93,2026-02-10,Transferencia,0.0,Anulado
94,PG00094,94,2026-06-23,Letra a 30 días,2337.25,Pagado
95,PG00095,95,2026-04-13,Carta fianza,1377.98,Pagado
96,PG00096,96,2026-01-14,Crédito empresarial,882.12,Pagado
97,PG00097,97,2026-01-04,Transferencia,540.00,Pagado
98,PG00098,98,2026-06-23,Letra a 30 días,928.74,Pagado
99,PG00099,99,2026-05-05,Carta fianza,9477.02,Pagado
100,PG00100,100,2026-05-24,Crédito empresarial,3840.52,pagado
101,PG00101,101,2026-06-10,Transferencia,736.80,Pagado
102,PG00102,102,2026-04-23,Letra a 30 días,0.0,Anulado
103,PG00103,103,2026-06-20,Carta fianza,640.00,Pagado
104,PG00104,104,2026-03-24,Crédito empresarial,1399.54,Parcial
105,PG00105,105,2026-05-05,Transferencia,2454.34,Pagado
106,PG00106,106,2026-01-10,Letra a 30 días,997.72,Pagado
107,PG00107,107,2026-06-25,Carta fianza,1712.28,Pagado
108,PG00108,108,2026-02-05,Crédito empresarial,871.92,Parcial
109,PG00109,109,2026-05-14,Transferencia,1072.32,Pagado
110,PG00110,110,2026-02-18,Letra a 30 días,1376.99,Parcial
111,PG00111,111,2026-02-04,Carta fianza,1496.80,Pagado
112,PG00112,112,2026-01-06,Crédito empresarial,1814.84,pagado
113,PG00113,113,2026-03-06,Transferencia,3695.63,pagado
114,PG00114,114,2026-01-24,Letra a 30 días,555.7,Pagado
115,PG00115,115,2026-05-20,Carta fianza,2129.27,Pagado
116,PG00116,116,2026-03-23,Crédito empresarial,1049.86,Parcial
117,PG00117,117,2026-01-20,Transferencia,393.40,Pagado
118,PG00118,118,2026-04-17,Letra a 30 días,1340.61,Pagado
119,PG00119,119,2026-01-01,Carta fianza,0.0,Anulado
120,PG00120,120,2026-05-01,Crédito empresarial,3057.70,Pagado
121,PG00121,121,2026-01-06,Transferencia,2537.06,Pagado
122,PG00122,122,2026-06-18,Letra a 30 días,2894.85,Pagado
123,PG00123,123,2026-02-24,Carta fianza,0.0,Anulado
124,PG00124,124,2026-03-11,Crédito empresarial,439.38,Pagado
125,PG00125,125,2026-06-12,Transferencia,809.71,Pagado
126,PG00126,126,2026-04-10,Letra a 30 días,1535.82,Pagado
127,PG00127,127,2026-02-17,Carta fianza,1560.00,Pagado
128,PG00128,128,2026-02-04,Crédito empresarial,0.0,Anulado
129,PG00129,129,2026-05-26,Transferencia,2145.54,Pagado
130,PG00130,130,2026-05-16,Letra a 30 días,4751.69,Pagado
131,PG00131,131,2026-05-14,Carta fianza,314.09,Pagado
132,PG00132,132,2025-12-21,Crédito empresarial,731.95,Pagado
133,PG00133,133,2026-05-05,Transferencia,380.00,Pagado
134,PG00134,134,2026-01-28,Letra a 30 días,1653.8,pagado
135,PG00135,135,2026-02-26,Carta fianza,836.95,Pagado
136,PG00136,136,2026-02-05,Crédito empresarial,3867.26,Pagado
137,PG00137,137,2026-02-23,Transferencia,780.00,Pagado
138,PG00138,138,2026-03-24,Letra a 30 días,0.0,Anulado
139,PG00139,139,2026-04-10,Carta fianza,3078.02,Pagado
140,PG00140,140,,Crédito empresarial,112.78,Pagado
141,PG00141,141,2026-03-15,Transferencia,1027.9,Parcial
142,PG00142,142,2026-01-20,Letra a 30 días,0.0,Anulado
143,PG00143,143,2026-01-07,Carta fianza,3300.55,Pagado
144,PG00144,144,2026-01-18,Crédito empresarial,0.0,Anulado
145,PG00145,145,2026-01-17,Transferencia,520.84,Pagado
146,PG00146,146,2026-03-27,Letra a 30 días,2073.40,Pagado
147,PG00147,147,2026-02-15,Carta fianza,6761.38,Pagado
148,PG00148,148,2026-04-22,Crédito empresarial,3870.42,Pagado
149,PG00149,149,2026-05-13,Transferencia,1672.02,Pagado
150,PG00150,150,2026-03-10,Letra a 30 días,0.0,anulado
151,PG00151,151,2026-03-08,Carta fianza,1467.26,Pagado
152,PG00152,152,2026-01-26,Crédito empresarial,310.85,Pagado
153,PG00153,153,2026-04-10,Transferencia,62.55,Pagado
154,PG00154,154,2026-05-18,Letra a 30 días,4389.83,Pagado
155,PG00155,155,2026-04-16,Carta fianza,178.70,Pagado
156,PG00156,156,2026-04-05,Crédito empresarial,8598.80,Pagado
157,PG00157,157,2026-01-03,Transferencia,0.0,Anulado
158,PG00158,158,2026-02-19,Letra a 30 días,2338.80,Pagado
159,PG00159,159,2026-05-23,Carta fianza,2796.91,Pagado
160,PG00160,160,2026-03-02,Crédito empresarial,30.71,Pagado
161,PG00161,161,2026-02-13,Transferencia,1194.10,Pagado
162,PG00162,162,2026-01-18,Letra a 30 días,0.0,Anulado
163,PG00163,163,2026-04-26,Carta fianza,2267.1,Pagado
164,PG00164,164,2026-02-06,Crédito empresarial,0.0,Anulado
165,PG00165,165,2026-01-06,Transferencia,225.56,Pagado
166,PG00166,166,2026-06-07,Letra a 30 días,3731.98,Pagado
167,PG00167,167,2026-03-09,Carta fianza,1098.27,Parcial
168,PG00168,168,2026-06-06,Crédito empresarial,273.21,Pagado
169,PG00169,169,2026-01-17,Transferencia,603.76,Pagado
170,PG00170,170,2026-05-28,Letra a 30 días,0.0,Anulado
171,PG00171,171,2026-06-21,Carta fianza,2024.59,Pagado
172,PG00172,172,2026-05-16,Crédito empresarial,1544.84,Pagado
173,PG00173,173,2026-02-08,Transferencia,1612.03,Pagado
174,PG00174,174,2026-02-15,Letra a 30 días,0.0,Anulado
175,PG00175,175,2026-01-25,Carta fianza,3061.35,Pagado
176,PG00176,176,2026-01-19,Crédito empresarial,156.00,Pagado
177,PG00177,177,2026-04-11,Transferencia,2131.37,Pagado
178,PG00178,178,2026-05-22,Letra a 30 días,2092.99,Pagado
179,PG00179,179,2026-04-03,Carta fianza,1548.50,Pagado
180,PG00180,180,2026-05-23,Crédito empresarial,384.28,Pagado
181,PG00181,181,2026-02-14,Transferencia,418.53,Pagado
182,PG00182,182,2026-03-27,Letra a 30 días,608.34,Pagado
183,PG00183,183,2026-01-04,Carta fianza,1788.03,Pagado
184,PG00184,184,2026-06-05,Crédito empresarial,0.0,Anulado
185,PG00185,185,2026-02-23,Transferencia,3900.00,Pagado
186,PG00186,186,2026-02-17,Letra a 30 días,3426.39,Pagado
187,PG00187,187,2026-04-23,Carta fianza,1836.10,Pagado
188,PG00188,188,2026-01-24,Crédito empresarial,1150.53,Pagado
189,PG00189,189,2026-04-09,Transferencia,335.84,Pagado
190,PG00190,190,2026-06-18,Letra a 30 días,0.0,Anulado
191,PG00191,191,2026-06-10,Carta fianza,720.00,Pagado
192,PG00192,192,2026-05-23,Crédito empresarial,3155.39,Pagado
193,PG00193,193,2026-05-13,Transferencia,1963.01,Pagado
194,PG00194,194,2026-05-21,Letra a 30 días,9021.17,Pagado
195,PG00195,195,2026-02-23,Carta fianza,0.0,Anulado
196,PG00196,196,2026-03-21,Crédito empresarial,1479.60,Pagado
197,PG00197,197,2026-05-15,Transferencia,157.14,Pagado
198,PG00198,198,2026-06-02,Letra a 30 días,780.00,Pagado
199,PG00199,199,2026-05-17,Carta fianza,2756.18,Pagado
200,PG00200,200,2026-02-24,Crédito empresarial,898.74,pagado
201,PG00201,201,2026-04-18,Transferencia,1721.66,Pagado
202,PG00202,202,2026-04-24,Letra a 30 días,0.0,Anulado
203,PG00203,203,2026-05-26,Carta fianza,3111.95,Pagado
204,PG00204,204,2026-05-03,Crédito empresarial,4177.75,Pagado
205,PG00205,205,2026-02-14,Transferencia,559.60,Pagado
206,PG00206,206,2026-04-03,Letra a 30 días,502.41,Pagado
207,PG00207,207,2026-02-28,Carta fianza,2013.14,pagado
208,PG00208,208,2026-05-27,Crédito empresarial,1181.75,Pagado
209,PG00209,209,2026-05-05,Transferencia,3120.00,Pagado
210,PG00210,210,2026-01-27,Letra a 30 días,395.46,Parcial
211,PG00211,211,2026-03-24,Carta fianza,5030.67,Pagado
212,PG00212,212,2026-01-18,Crédito empresarial,1374.75,Pagado
213,PG00213,213,2026-04-07,Transferencia,11689.40,Pagado
214,PG00214,214,2026-05-04,Letra a 30 días,178.70,Pagado
215,PG00215,215,2026-05-01,Carta fianza,2047.76,Pagado
216,PG00216,216,2026-03-25,Crédito empresarial,848.08,Pagado
217,PG00217,217,2026-06-17,Transferencia,2797.27,Parcial
218,PG00218,218,2026-05-19,Letra a 30 días,0.0,Anulado
219,PG00219,219,2026-02-23,Carta fianza,5933.82,Pagado
220,PG00220,220,2026-06-26,Crédito empresarial,1766.67,Pagado
221,PG00221,221,2026-03-27,Transferencia,2076.16,Pagado
222,PG00222,222,2026-04-19,Letra a 30 días,1193.99,Parcial
223,PG00223,223,2026-03-04,Carta fianza,0.0,Anulado
224,PG00224,224,2026-01-11,Crédito empresarial,0.0,Anulado
225,PG00225,225,2026-02-09,Transferencia,0.0,Anulado
226,PG00226,226,2026-04-13,Letra a 30 días,5856.39,Pagado
227,PG00227,227,2026-03-11,Carta fianza,723.70,Pagado
228,PG00228,228,2026-04-04,Crédito empresarial,0.0,Anulado
229,PG00229,229,2026-01-12,Transferencia,1129.53,Pagado
230,PG00230,230,2026-04-27,Letra a 30 días,2399.62,Pagado
231,PG00231,231,2026-06-17,Carta fianza,357.40,Pagado
232,PG00232,232,,Crédito empresarial,2499.42,Pagado
233,PG00233,233,2026-02-13,Transferencia,1357.20,Pagado
234,PG00234,234,2026-06-02,Letra a 30 días,0.0,Anulado
235,PG00235,235,2026-03-04,Carta fianza,1796.10,Pagado
236,PG00236,236,2026-03-01,Crédito empresarial,1527.79,Pagado
237,PG00237,237,2026-01-23,Transferencia,0.0,Anulado
238,PG00238,238,2026-05-02,Letra a 30 días,4776.60,Pagado
239,PG00239,239,2026-02-05,Carta fianza,5514.00,Pagado
240,PG00240,240,2026-03-18,Crédito empresarial,5582.79,Pagado
241,PG00241,241,2026-06-17,Transferencia,1631.70,Pagado
242,PG00242,242,2026-03-11,Letra a 30 días,7684.47,Pagado
243,PG00243,243,2026-03-28,Carta fianza,5946.80,Pagado
244,PG00244,244,2026-04-26,Crédito empresarial,3393.20,Pagado
245,PG00245,245,2026-04-23,Transferencia,0.0,Anulado
246,PG00246,246,2026-05-02,Letra a 30 días,2062.68,Parcial
247,PG00247,247,2026-01-27,Carta fianza,2991.54,Pagado
248,PG00248,248,2026-06-10,Crédito empresarial,0.0,Anulado
249,PG00249,249,2026-06-06,Transferencia,0.0,Anulado
250,PG00250,250,2026-04-01,Letra a 30 días,656.16,Pagado
251,PG00251,251,2026-01-22,Carta fianza,1666.54,Pagado
252,PG00252,252,2026-02-27,Crédito empresarial,190.00,Pagado
253,PG00253,253,2026-01-03,Transferencia,2351.73,Pagado
254,PG00254,254,2026-06-22,Letra a 30 días,0.0,Anulado
255,PG00255,255,2026-06-14,Carta fianza,0.0,Anulado
256,PG00256,256,2026-02-07,Crédito empresarial,2490.99,Pagado
257,PG00257,257,2026-05-10,Transferencia,0.0,Anulado
258,PG00258,258,2026-03-25,Letra a 30 días,2039.30,Pagado
259,PG00259,259,2026-04-19,Carta fianza,0.0,Anulado
260,PG00260,260,2026-02-08,Crédito empresarial,897.40,Pagado
261,PG00261,261,2026-02-21,Transferencia,210.00,Pagado
262,PG00262,262,2026-04-15,Letra a 30 días,1410.62,Pagado
263,PG00263,263,2026-03-28,Carta fianza,0.0,Anulado
264,PG00264,264,2026-02-23,Crédito empresarial,392.34,Pagado
265,PG00265,265,2026-03-28,Transferencia,548.44,Pagado
266,PG00266,266,2026-01-14,Letra a 30 días,472.29,Pagado
267,PG00267,267,2026-03-28,Carta fianza,782.35,Parcial
268,PG00268,268,2026-05-26,Crédito empresarial,2203.52,Pagado
269,PG00269,269,2026-06-02,Transferencia,6101.18,pagado
270,PG00270,270,2026-04-28,Letra a 30 días,2458.11,Pagado
271,PG00271,271,2025-12-15,Carta fianza,0.0,Anulado
272,PG00272,272,2026-06-03,Crédito empresarial,1138.58,Parcial
273,PG00273,273,2026-02-26,Transferencia,347.93,Pagado
274,PG00274,274,2026-03-10,Letra a 30 días,105.00,Pagado
275,PG00275,275,2026-05-15,Carta fianza,2920.85,Pagado
276,PG00276,276,2026-02-23,Crédito empresarial,122.57,Parcial
277,PG00277,277,2026-06-20,Transferencia,902.18,parcial
278,PG00278,278,2026-01-15,Letra a 30 días,1483.56,Parcial
279,PG00279,279,2026-02-07,Carta fianza,3983.0,Pagado
280,PG00280,280,2026-01-13,Crédito empresarial,2476.59,Parcial
281,PG00281,281,2026-06-22,Transferencia,1639.26,Pagado
282,PG00282,282,2026-04-09,Letra a 30 días,5819.55,Pagado
283,PG00283,283,2025-12-21,Carta fianza,0.0,Anulado
284,PG00284,284,2026-02-22,Crédito empresarial,0.0,Anulado
285,PG00285,285,2026-02-11,Transferencia,949.17,Pagado
286,PG00286,286,2026-02-22,Letra a 30 días,7250.00,Pagado
287,PG00287,287,2026-03-11,Carta fianza,108.69,Pagado
288,PG00288,288,2026-01-22,Crédito empresarial,0.0,Anulado
289,PG00289,289,,Transferencia,1639.80,Pagado
290,PG00290,290,2026-03-13,Letra a 30 días,4792.62,Pagado
291,PG00291,291,2026-01-26,Carta fianza,938.51,Pagado
292,PG00292,292,2026-04-01,Crédito empresarial,7174.98,Pagado
293,PG00293,293,2026-02-13,Transferencia,546.80,Pagado
294,PG00294,294,2026-02-05,Letra a 30 días,2248.11,Pagado
295,PG00295,295,2026-05-11,Carta fianza,4631.75,Pagado
296,PG00296,296,2026-04-18,Crédito empresarial,0.0,Anulado
297,PG00297,297,2026-03-14,Transferencia,0.0,Anulado
298,PG00298,298,2026-05-22,Letra a 30 días,0.0,Anulado
299,PG00299,299,2026-05-15,Carta fianza,1040.00,Pagado
300,PG00300,300,2026-03-14,Crédito empresarial,3274.86,Pagado
301,PG00301,301,2026-01-15,Transferencia,878.34,Pagado
302,PG00302,302,2026-02-10,Letra a 30 días,210.00,Pagado
303,PG00303,303,2026-01-25,Carta fianza,309.44,Pagado
304,PG00304,304,2026-04-03,Crédito empresarial,0.0,Anulado
305,PG00305,305,2026-01-19,Transferencia,3196.68,Pagado
306,PG00306,306,2026-02-21,Letra a 30 días,3375.69,Pagado
307,PG00307,307,2026-02-11,Carta fianza,0.0,Anulado
308,PG00308,308,2026-02-14,Crédito empresarial,125.71,Pagado
309,PG00309,309,2026-01-11,Transferencia,0.0,Anulado
310,PG00310,310,2026-01-07,Letra a 30 días,1233.55,Pagado
311,PG00311,311,2025-12-09,Carta fianza,377.64,Pagado
312,PG00312,312,,Crédito empresarial,1825.52,Pagado
313,PG00313,313,2025-12-06,Transferencia,0.0,Anulado
314,PG00314,314,2026-01-04,Letra a 30 días,0.0,Anulado
315,PG00315,315,2026-01-16,Carta fianza,6091.21,Pagado
316,PG00316,316,2026-04-26,Crédito empresarial,0.0,Anulado
317,PG00317,317,2026-03-22,Transferencia,997.98,Parcial
318,PG00318,318,2026-03-22,Letra a 30 días,643.0,Parcial
319,PG00319,319,2026-06-04,Carta fianza,157.14,Pagado
320,PG00320,320,2026-01-16,Crédito empresarial,4617.12,Pagado
321,PG00321,321,2026-04-19,Transferencia,1481.93,Pagado
322,PG00322,322,2026-05-27,Letra a 30 días,443.03,Pagado
323,PG00323,323,2026-04-26,Carta fianza,0.0,Anulado
324,PG00324,324,2026-02-07,Crédito empresarial,943.8,Parcial
325,PG00325,325,2026-03-20,Transferencia,707.55,Pagado
326,PG00326,326,2026-06-21,Letra a 30 días,8174.98,Pagado
327,PG00327,327,2026-01-28,Carta fianza,2094.89,Pagado
328,PG00328,328,2026-06-28,Crédito empresarial,1766.12,Pagado
329,PG00329,329,2026-03-24,Transferencia,6005.41,Pagado
330,PG00330,330,2026-01-24,Letra a 30 días,1156.87,Pagado
331,PG00331,331,2026-05-02,Carta fianza,4012.78,Pagado
332,PG00332,332,2026-01-24,Crédito empresarial,4005.00,Pagado
333,PG00333,333,2026-01-19,Transferencia,2070.3,Parcial
334,PG00334,334,2026-01-23,Letra a 30 días,8917.14,Pagado
335,PG00335,335,2026-01-17,Carta fianza,422.74,Pagado
336,PG00336,336,2026-04-22,Crédito empresarial,0.0,Anulado
337,PG00337,337,2026-01-27,Transferencia,2333.96,Pagado
338,PG00338,338,2026-02-06,Letra a 30 días,0.0,Anulado
339,PG00339,339,2026-01-27,Carta fianza,1933.94,Pagado
340,PG00340,340,2026-03-15,Crédito empresarial,511.94,Pagado
341,PG00341,341,2026-05-10,Transferencia,0.0,Anulado
342,PG00342,342,2026-01-03,Letra a 30 días,4608.78,Pagado
343,PG00343,343,2026-02-16,Carta fianza,2692.11,Parcial
344,PG00344,344,2026-06-27,Crédito empresarial,2065.52,Pagado
345,PG00345,345,2026-06-14,Transferencia,284.46,Pagado
346,PG00346,346,2026-05-27,Letra a 30 días,2478.21,Pagado
347,PG00347,347,2026-01-14,Carta fianza,2310.28,Pagado
348,PG00348,348,2026-06-01,Crédito empresarial,4618.06,Pagado
349,PG00349,349,2026-06-23,Transferencia,1074.90,Pagado
350,PG00350,350,,Letra a 30 días,361.23,Pagado
351,PG00351,351,2026-04-23,Carta fianza,3538.25,Pagado
352,PG00352,352,2026-05-19,Crédito empresarial,1693.18,Pagado
353,PG00353,353,2026-02-15,Transferencia,0.0,Anulado
354,PG00354,354,2026-03-03,Letra a 30 días,292.24,Pagado
355,PG00355,355,2026-04-20,Carta fianza,0.0,Anulado
356,PG00356,356,2026-02-25,Crédito empresarial,0.0,Anulado
357,PG00357,357,2026-03-22,Transferencia,2788.98,Pagado
358,PG00358,358,2026-06-18,Letra a 30 días,3203.17,Pagado
359,PG00359,359,2026-05-10,Carta fianza,0.0,Anulado
360,PG00360,360,2026-03-02,Crédito empresarial,0.0,Anulado
361,PG00361,361,2026-05-03,Transferencia,4420.00,Pagado
362,PG00362,362,,Letra a 30 días,434.22,Pagado
363,PG00363,363,2026-02-24,Carta fianza,723.70,Pagado
364,PG00364,364,2026-05-08,Crédito empresarial,1805.73,Pagado
365,PG00365,365,2026-01-27,Transferencia,0.0,Anulado
366,PG00366,366,2026-03-08,Letra a 30 días,4426.84,Pagado
367,PG00367,367,2026-01-22,Carta fianza,970.32,Pagado
368,PG00368,368,2026-03-10,Crédito empresarial,2662.02,Pagado
369,PG00369,369,2026-02-23,Transferencia,1074.38,Parcial
370,PG00370,370,2026-01-22,Letra a 30 días,0.0,Anulado
371,PG00371,371,2026-06-01,Carta fianza,314.28,Pagado
372,PG00372,372,2026-04-12,Crédito empresarial,674.53,Parcial
373,PG00373,373,2026-03-22,Transferencia,1296.70,Pagado
374,PG00374,374,2026-04-21,Letra a 30 días,2031.11,parcial
375,PG00375,375,2026-06-13,Carta fianza,0.0,Anulado
376,PG00376,376,2026-05-14,Crédito empresarial,304.84,Pagado
377,PG00377,377,2026-05-28,Transferencia,0.0,Anulado
378,PG00378,378,2026-02-23,Letra a 30 días,0.0,Anulado
379,PG00379,379,2026-05-15,Carta fianza,739.56,Pagado
380,PG00380,380,2026-03-27,Crédito empresarial,6374.98,Pagado
381,PG00381,381,2026-03-08,Transferencia,3108.90,Pagado
382,PG00382,382,2026-01-10,Letra a 30 días,0.0,Anulado
383,PG00383,383,2026-03-01,Carta fianza,1181.74,Pagado
384,PG00384,384,2026-01-10,Crédito empresarial,582.16,Pagado
385,PG00385,385,2026-04-28,Transferencia,1467.22,Pagado
386,PG00386,386,2026-01-16,Letra a 30 días,359.08,Parcial
387,PG00387,387,2026-04-13,Carta fianza,0.0,Anulado
388,PG00388,388,2026-03-07,Crédito empresarial,1326.11,Parcial
389,PG00389,389,2026-04-05,Transferencia,631.78,Pagado
390,PG00390,390,2026-05-26,Letra a 30 días,1044.21,Parcial
391,PG00391,391,2026-06-18,Carta fianza,10576.25,Pagado
392,PG00392,392,2026-03-16,Crédito empresarial,1247.35,Pagado
393,PG00393,393,2026-04-15,Transferencia,2000.00,Pagado
394,PG00394,394,2026-05-10,Letra a 30 días,2164.99,Parcial
395,PG00395,395,2026-01-28,Carta fianza,0.0,Anulado
396,PG00396,396,2026-03-25,Crédito empresarial,30.71,Pagado
397,PG00397,397,2026-01-22,Transferencia,2749.64,Pagado
398,PG00398,398,2026-06-05,Letra a 30 días,4040.00,Pagado
399,PG00399,399,2026-01-23,Carta fianza,6200.00,Pagado
400,PG00400,400,2026-04-21,Crédito empresarial,7470.53,Pagado
401,PG00401,401,2026-06-21,Transferencia,694.70,Pagado
402,PG00402,402,2026-04-23,Letra a 30 días,36.00,Pagado
403,PG00403,403,2026-05-07,Carta fianza,1662.46,Parcial
404,PG00404,404,2026-03-01,Crédito empresarial,745.56,Pagado
405,PG00405,405,2026-03-21,Transferencia,109.36,Pagado
406,PG00406,406,2026-01-08,Letra a 30 días,546.42,Pagado
407,PG00407,407,2026-04-21,Carta fianza,4028.60,Pagado
408,PG00408,408,2026-02-04,Crédito empresarial,4298.04,Pagado
409,PG00409,409,2026-06-18,Transferencia,970.91,Pagado
410,PG00410,410,2026-04-20,Letra a 30 días,0.0,anulado
411,PG00411,411,2026-01-02,Carta fianza,1948.72,Pagado
412,PG00412,412,2026-06-22,Crédito empresarial,1676.10,Pagado
413,PG00413,413,2026-02-18,Transferencia,2658.24,Pagado
414,PG00414,414,2026-05-15,Letra a 30 días,0.0,Anulado
415,PG00415,415,2026-04-12,Carta fianza,0.0,Anulado
416,PG00416,416,2026-02-13,Crédito empresarial,1659.39,Parcial
417,PG00417,417,2026-02-20,Transferencia,2579.02,Pagado
418,PG00418,418,2026-04-27,Letra a 30 días,0.0,Anulado
419,PG00419,419,2026-06-03,Carta fianza,2491.25,Pagado
420,PG00420,420,2026-02-08,Crédito empresarial,146.70,Pagado
