id_incidencia,codigo_incidencia,id_operacion,tipo_incidencia,severidad,fecha_reporte,estado_incidencia
33,I00033,218,Lote próximo a vencer,Alta,2026-03-01,Cerrada
34,I00034,219,Error de dispensación,Baja,2026-04-04,En revisión
35,I00035,225,Demora en delivery,Media,2026-03-11,Abierta
36,I00036,227,Producto faltante,Alta,2026-06-02,Cerrada
37,I00037,236,Receta observada,Media,2026-02-24,Cerrada
38,I00038,237,Lote próximo a vencer,Alta,2026-02-18,Abierta
39,I00039,238,Error de dispensación,Baja,2026-06-11,Cerrada
40,I00040,243,Demora en delivery,Baja,2026-02-10,Cerrada
41,I00041,254,Producto faltante,Baja,2026-05-06,En revisión
42,I00042,256,Receta observada,Media,2026-05-28,Abierta
43,I00043,262,Lote próximo a vencer,Alta,2026-05-06,Cerrada
44,I00044,263,Error de dispensación,Media,2026-04-22,En revisión
45,I00045,266,Demora en delivery,Baja,2026-03-15,Cerrada
46,I00046,269,Producto faltante,Baja,2026-04-28,Abierta
47,I00047,272,Receta observada,Baja,2026-04-19,En revisión
48,I00048,277,Lote próximo a vencer,Media,2026-05-21,Cerrada
49,I00049,283,Error de dispensación,Alta,2026-06-20,Abierta
50,I00050,285,Demora en delivery,Media,2026-03-28,Cerrada
51,I00051,292,Producto faltante,Alta,2026-05-26,Cerrada
52,I00052,305,Receta observada,Baja,2026-02-20,Abierta
53,I00053,318,Lote próximo a vencer,Alta,2026-02-17,Abierta
54,I00054,333,Error de dispensación,Alta,2026-04-21,Cerrada
55,I00055,343,Demora en delivery,Media,2026-04-05,Abierta
56,I00056,347,Producto faltante,Alta,2026-05-03,En revisión
57,I00057,353,Receta observada,Media,2026-04-17,Cerrada
58,I00058,361,Lote próximo a vencer,Baja,2026-02-28,En revisión
59,I00059,378,Error de dispensación,Media,2026-03-08,En revisión
60,I00060,388,Demora en delivery,Alta,2026-02-26,Cerrada
61,I00061,391,Producto faltante,Media,2026-06-05,Abierta
62,I00062,397,Receta observada,Baja,2026-04-16,Cerrada
63,I00063,398,Lote próximo a vencer,Baja,2026-06-18,Abierta
64,I00064,420,Error de dispensación,Baja,2026-05-02,Abierta
65,I00065,426,Demora en delivery,Alta,2026-06-09,Abierta
66,I00066,434,Producto faltante,Baja,2026-03-10,En revisión
67,I00067,441,Receta observada,Baja,2026-04-15,Cerrada
68,I00068,446,Lote próximo a vencer,Alta,2026-06-01,Cerrada
69,I00069,447,Error de dispensación,Media,2026-05-24,En revisión
70,I00070,455,Demora en delivery,Baja,2026-06-14,Abierta
71,I00071,457,Producto faltante,Baja,2026-06-12,Cerrada
72,I00072,470,Receta observada,Baja,2026-04-03,Abierta
73,I00073,503,Lote próximo a vencer,Media,2026-06-17,Abierta
74,I00074,524,Error de dispensación,Alta,2026-06-07,Abierta
75,I00075,528,Demora en delivery,Media,2026-03-09,Abierta
76,I00076,534,Producto faltante,Alta,2026-02-12,Cerrada
77,I00077,537,Receta observada,Alta,2026-06-16,En revisión
78,I00078,542,Lote próximo a vencer,Media,2026-04-25,Abierta
79,I00079,549,Error de dispensación,Media,2026-04-13,En revisión
80,I00080,559,Demora en delivery,Alta,2026-02-28,En revisión
81,I00081,562,Producto faltante,Alta,2026-03-13,Abierta
82,I00082,569,Receta observada,Alta,2026-05-03,En revisión
83,I00083,572,Lote próximo a vencer,Baja,2026-05-05,Abierta
84,I00084,575,Error de dispensación,Alta,2026-04-10,En revisión
85,I00085,588,Demora en delivery,Alta,2026-05-04,Cerrada
86,I00086,590,Producto faltante,Alta,2026-03-23,Abierta
87,I00087,593,Receta observada,Baja,2026-04-08,Abierta
88,I00088,595,Lote próximo a vencer,Media,2026-04-08,Abierta
89,I00089,601,Error de dispensación,Media,2026-03-13,Abierta
90,I00090,602,Demora en delivery,Baja,2026-06-03,Cerrada
91,I00091,604,Producto faltante,Baja,2026-06-17,Cerrada
92,I00092,620,Receta observada,Baja,2026-05-18,Cerrada
93,I00093,633,Lote próximo a vencer,Media,2026-03-28,En revisión
94,I00094,647,Error de dispensación,Baja,2026-05-16,En revisión
95,I00095,660,Demora en delivery,Baja,2026-04-02,Cerrada
96,I00096,663,Producto faltante,Media,2026-04-27,Abierta
97,I00097,684,Receta observada,Media,2026-04-15,Abierta
98,I00098,687,Lote próximo a vencer,Baja,2026-02-02,Abierta
99,I00099,693,Error de dispensación,Alta,2026-05-06,En revisión
100,I00100,712,Demora en delivery,Alta,2026-02-04,En revisión
101,I00101,721,Producto faltante,Media,2026-03-23,Abierta
102,I00102,728,Receta observada,Alta,2026-03-08,En revisión
103,I00103,736,Lote próximo a vencer,Alta,2026-02-27,En revisión
104,I00104,738,Error de dispensación,Baja,2026-06-20,En revisión
105,I00105,741,Demora en delivery,Media,2026-03-04,Cerrada
106,I00106,753,Producto faltante,Baja,2026-02-02,Cerrada
107,I00107,755,Receta observada,Baja,2026-02-13,Abierta
108,I00108,756,Lote próximo a vencer,Media,2026-04-25,Cerrada
109,I00109,765,Error de dispensación,Alta,2026-05-10,Abierta
110,I00110,766,Demora en delivery,Alta,2026-03-13,Abierta
111,I00111,769,Producto faltante,Media,2026-04-08,En revisión
112,I00112,770,Receta observada,Media,2026-03-13,Abierta
113,I00113,771,Lote próximo a vencer,Alta,2026-03-23,En revisión
114,I00114,773,Error de dispensación,Media,2026-05-21,Abierta
115,I00115,778,Demora en delivery,Media,2026-04-08,Cerrada
116,I00116,792,Producto faltante,Baja,2026-02-25,Abierta
117,I00117,795,Receta observada,Baja,2026-06-10,Abierta
118,I00118,796,Lote próximo a vencer,Baja,2026-06-11,Abierta
119,I00119,803,Error de dispensación,Media,2026-02-19,Cerrada
120,I00120,811,Demora en delivery,Media,2026-03-21,En revisión
121,I00121,812,Producto faltante,Baja,2026-05-04,Abierta
122,I00122,815,Receta observada,Media,2026-02-08,Abierta
123,I00123,819,Lote próximo a vencer,Baja,2026-03-15,En revisión
124,I00124,820,Error de dispensación,Media,2026-03-25,Abierta
125,I00125,832,Demora en delivery,Media,2026-03-24,En revisión
126,I00126,838,Producto faltante,Media,2026-05-19,Abierta
127,I00127,841,Receta observada,Media,2026-03-15,En revisión
128,I00128,849,Lote próximo a vencer,Media,2026-05-22,En revisión
129,I00129,862,Error de dispensación,Media,2026-03-14,En revisión
130,I00130,863,Demora en delivery,Media,2026-06-12,Abierta
131,I00131,865,Producto faltante,Alta,2026-02-01,En revisión
132,I00132,869,Receta observada,Alta,2026-03-09,Cerrada
133,I00133,877,Lote próximo a vencer,Alta,2026-02-02,Abierta
134,I00134,884,Error de dispensación,Alta,2026-05-25,En revisión
135,I00135,887,Demora en delivery,Baja,2026-03-25,En revisión
136,I00136,888,Producto faltante,Media,2026-02-21,Abierta
137,I00137,890,Receta observada,Baja,2026-04-21,Abierta
138,I00138,899,Lote próximo a vencer,Alta,2026-03-16,Abierta
139,I00139,912,Error de dispensación,Baja,2026-06-05,Cerrada
140,I00140,913,Demora en delivery,Media,2026-06-15,En revisión
141,I00141,915,Producto faltante,Media,2026-05-10,Cerrada
142,I00142,917,Receta observada,Baja,2026-06-21,Abierta
143,I00143,918,Lote próximo a vencer,Alta,2026-03-24,Abierta
144,I00144,928,Error de dispensación,Baja,2026-02-25,En revisión
145,I00145,939,Demora en delivery,Alta,2026-06-10,En revisión
146,I00146,942,Producto faltante,Media,2026-02-11,Abierta
147,I00147,954,Receta observada,Baja,2026-02-08,Cerrada
148,I00148,960,Lote próximo a vencer,Alta,2026-05-14,Cerrada
149,I00149,971,Error de dispensación,Baja,2026-05-20,En revisión
150,I00150,972,Demora en delivery,Alta,2026-04-08,En revisión
151,I00151,980,Producto faltante,Alta,2026-05-18,Abierta
152,I00152,985,Receta observada,Media,2026-06-08,Cerrada
153,I00153,988,Lote próximo a vencer,Alta,2026-03-17,Abierta
154,I00154,990,Error de dispensación,Baja,2026-04-18,Cerrada
155,I00155,999,Demora en delivery,Baja,2026-04-03,Cerrada
