id_incidencia,codigo_incidencia,id_operacion,tipo_incidencia,severidad,fecha_reporte,estado_incidencia
62,I00062,380,Lectura observada,Baja,2026-04-22,Cerrada
63,I00063,385,Equipo sin conexión,Media,2026-05-15,Abierta
64,I00064,391,Instalación reprogramada,Baja,2026-02-21,En revisión
65,I00065,394,Consumo atípico,Media,2026-03-13,En revisión
66,I00066,404,Corte no programado,Media,2026-05-20,Cerrada
67,I00067,416,Lectura observada,Media,2026-02-07,Cerrada
68,I00068,440,Equipo sin conexión,Baja,2026-06-03,Cerrada
69,I00069,444,Instalación reprogramada,Alta,2026-04-12,Cerrada
70,I00070,464,Consumo atípico,Media,2026-04-05,Abierta
71,I00071,472,Corte no programado,Baja,2026-06-20,Abierta
72,I00072,473,Lectura observada,Media,2026-05-07,Abierta
73,I00073,477,Equipo sin conexión,Alta,2026-06-16,Cerrada
74,I00074,478,Instalación reprogramada,Alta,2026-03-09,Abierta
75,I00075,480,Consumo atípico,Media,2026-03-11,Cerrada
76,I00076,499,Corte no programado,Media,2026-02-06,Cerrada
77,I00077,501,Lectura observada,Alta,2026-04-21,En revisión
78,I00078,506,Equipo sin conexión,Media,2026-05-17,Abierta
79,I00079,508,Instalación reprogramada,Alta,2026-05-04,Cerrada
80,I00080,509,Consumo atípico,Baja,2026-05-26,Cerrada
81,I00081,510,Corte no programado,Baja,2026-05-07,Cerrada
82,I00082,520,Lectura observada,Baja,2026-02-25,Abierta
83,I00083,521,Equipo sin conexión,Alta,2026-02-11,Abierta
84,I00084,526,Instalación reprogramada,Media,2026-05-21,Abierta
85,I00085,529,Consumo atípico,Alta,2026-02-21,Abierta
86,I00086,532,Corte no programado,Media,2026-06-10,En revisión
87,I00087,534,Lectura observada,Alta,2026-03-19,En revisión
88,I00088,555,Equipo sin conexión,Baja,2026-05-24,Abierta
89,I00089,556,Instalación reprogramada,Baja,2026-02-18,Abierta
90,I00090,563,Consumo atípico,Baja,2026-02-27,Abierta
91,I00091,592,Corte no programado,Media,2026-03-05,Abierta
92,I00092,595,Lectura observada,Media,2026-02-25,En revisión
93,I00093,600,Equipo sin conexión,Media,2026-02-15,En revisión
94,I00094,608,Instalación reprogramada,Media,2026-03-03,Abierta
95,I00095,614,Consumo atípico,Media,2026-06-24,Cerrada
96,I00096,628,Corte no programado,Media,2026-03-02,En revisión
97,I00097,639,Lectura observada,Media,2026-04-22,En revisión
98,I00098,654,Equipo sin conexión,Media,2026-04-12,Cerrada
99,I00099,657,Instalación reprogramada,Alta,2026-04-10,Cerrada
100,I00100,664,Consumo atípico,Media,2026-03-23,En revisión
101,I00101,673,Corte no programado,Media,2026-02-07,En revisión
102,I00102,678,Lectura observada,Media,2026-05-22,Cerrada
103,I00103,682,Equipo sin conexión,Alta,2026-02-11,Abierta
104,I00104,686,Instalación reprogramada,Media,2026-06-07,Cerrada
105,I00105,695,Consumo atípico,Media,2026-03-06,Cerrada
106,I00106,703,Corte no programado,Media,2026-05-24,En revisión
107,I00107,704,Lectura observada,Media,2026-03-17,Cerrada
108,I00108,719,Equipo sin conexión,Alta,2026-02-10,En revisión
109,I00109,728,Instalación reprogramada,Media,2026-04-07,Cerrada
110,I00110,732,Consumo atípico,Media,2026-04-02,Abierta
111,I00111,737,Corte no programado,Media,2026-03-13,En revisión
112,I00112,757,Lectura observada,Baja,2026-05-06,Abierta
113,I00113,758,Equipo sin conexión,Media,2026-03-12,En revisión
114,I00114,769,Instalación reprogramada,Baja,2026-05-04,En revisión
115,I00115,775,Consumo atípico,Baja,2026-04-08,En revisión
116,I00116,776,Corte no programado,Media,2026-05-19,En revisión
117,I00117,791,Lectura observada,Media,2026-06-11,Cerrada
118,I00118,807,Equipo sin conexión,Media,2026-04-21,En revisión
119,I00119,821,Instalación reprogramada,Media,2026-03-23,Abierta
120,I00120,827,Consumo atípico,Baja,2026-04-07,En revisión
121,I00121,830,Corte no programado,Media,2026-03-11,En revisión
122,I00122,842,Lectura observada,Media,2026-05-27,Cerrada
123,I00123,846,Equipo sin conexión,Baja,2026-04-14,En revisión
124,I00124,850,Instalación reprogramada,Media,2026-04-17,Cerrada
125,I00125,851,Consumo atípico,Baja,2026-05-08,Cerrada
126,I00126,854,Corte no programado,Media,2026-03-05,Abierta
127,I00127,856,Lectura observada,Alta,2026-06-21,Cerrada
128,I00128,867,Equipo sin conexión,Alta,2026-06-17,Cerrada
129,I00129,868,Instalación reprogramada,Alta,2026-04-22,Cerrada
130,I00130,893,Consumo atípico,Media,2026-06-16,Cerrada
131,I00131,904,Corte no programado,Media,2026-03-25,Abierta
132,I00132,923,Lectura observada,Baja,2026-04-04,Abierta
133,I00133,939,Equipo sin conexión,Media,2026-06-24,Cerrada
134,I00134,943,Instalación reprogramada,Baja,2026-03-27,En revisión
135,I00135,944,Consumo atípico,Alta,2026-04-13,En revisión
136,I00136,955,Corte no programado,Alta,2026-04-12,En revisión
137,I00137,958,Lectura observada,Alta,2026-05-25,En revisión
138,I00138,978,Equipo sin conexión,Media,2026-03-18,Abierta
139,I00139,981,Instalación reprogramada,Media,2026-06-02,En revisión
140,I00140,986,Consumo atípico,Alta,2026-04-12,Cerrada
141,I00141,992,Corte no programado,Alta,2026-06-08,Abierta
142,I00142,998,Lectura observada,Alta,2026-03-08,Abierta
