id_pago,codigo_pago,id_operacion,fecha_pago,medio_pago,monto_pagado,estado_pago
93,PG00093,93,2026-06-19,Transferencia SWIFT,383.37,Pagado
94,PG00094,94,2026-03-17,Carta de crédito,890.95,Pagado
95,PG00095,95,2025-12-02,Cobranza documentaria,355.88,Parcial
96,PG00096,96,2026-05-14,Transferencia local,0.0,Anulado
97,PG00097,97,2026-05-18,Transferencia SWIFT,0.0,Anulado
98,PG00098,98,2026-01-27,Carta de crédito,171.20,Pagado
99,PG00099,99,2026-05-07,Cobranza documentaria,577.60,Pagado
100,PG00100,100,2026-05-23,Transferencia local,838.00,Pagado
101,PG00101,101,2026-06-13,Transferencia SWIFT,402.33,Parcial
102,PG00102,102,2026-04-28,Carta de crédito,360.20,Pagado
103,PG00103,103,2026-05-06,Cobranza documentaria,854.00,Pagado
104,PG00104,104,2026-01-15,Transferencia local,452.32,Pagado
105,PG00105,105,2026-04-21,Transferencia SWIFT,165.60,Pagado
106,PG00106,106,2026-03-07,Carta de crédito,0.0,Anulado
107,PG00107,107,2026-01-26,Cobranza documentaria,140.00,Pagado
108,PG00108,108,2026-02-22,Transferencia local,238.72,Pagado
109,PG00109,109,2026-05-10,Transferencia SWIFT,0.0,Anulado
110,PG00110,110,2026-03-26,Carta de crédito,92.74,Parcial
111,PG00111,111,2026-04-19,Cobranza documentaria,0.0,Anulado
112,PG00112,112,2026-06-07,Transferencia local,572.09,Pagado
113,PG00113,113,2026-06-14,Transferencia SWIFT,0.0,Anulado
114,PG00114,114,2026-06-22,Carta de crédito,0.0,Anulado
115,PG00115,115,2026-06-01,Cobranza documentaria,141.59,Pagado
116,PG00116,116,2026-02-18,Transferencia local,611.20,Pagado
117,PG00117,117,2026-01-22,Transferencia SWIFT,22.00,Pagado
118,PG00118,118,2026-03-05,Carta de crédito,175.20,Pagado
119,PG00119,119,2026-03-04,Cobranza documentaria,540.69,Pagado
120,PG00120,120,2026-04-19,Transferencia local,2369.76,Parcial
121,PG00121,121,2026-05-01,Transferencia SWIFT,225.96,Pagado
122,PG00122,122,2026-06-14,Carta de crédito,290.00,Pagado
123,PG00123,123,2026-03-10,Cobranza documentaria,354.19,Pagado
124,PG00124,124,2026-02-12,Transferencia local,126.00,Pagado
125,PG00125,125,2026-04-26,Transferencia SWIFT,277.58,Pagado
126,PG00126,126,2026-05-18,Carta de crédito,0.0,Anulado
127,PG00127,127,2026-01-28,Cobranza documentaria,0.0,Anulado
128,PG00128,128,2026-05-23,Transferencia local,0.0,Anulado
129,PG00129,129,2026-06-02,Transferencia SWIFT,548.34,Pagado
130,PG00130,130,2026-01-03,Carta de crédito,467.80,Pagado
131,PG00131,131,2026-05-09,Cobranza documentaria,0.0,Anulado
132,PG00132,132,2026-05-11,Transferencia local,526.92,Pagado
133,PG00133,133,2026-06-21,Transferencia SWIFT,209.36,Pagado
134,PG00134,134,2026-04-21,Carta de crédito,4129.86,pagado
135,PG00135,135,2026-06-04,Cobranza documentaria,1389.7,Parcial
136,PG00136,136,2026-06-04,Transferencia local,0.0,Anulado
137,PG00137,137,2026-01-12,Transferencia SWIFT,408.00,Pagado
138,PG00138,138,2026-05-26,Carta de crédito,138.00,Pagado
139,PG00139,139,2026-04-11,Cobranza documentaria,736.90,Pagado
140,PG00140,140,2026-01-20,Transferencia local,0.0,Anulado
141,PG00141,141,2026-02-09,Transferencia SWIFT,436.80,Pagado
142,PG00142,142,2026-05-22,Carta de crédito,3471.5,pagado
143,PG00143,143,2026-02-21,Cobranza documentaria,1182.02,pagado
144,PG00144,144,2026-01-19,Transferencia local,0.0,Anulado
145,PG00145,145,2026-05-22,Transferencia SWIFT,0.0,Anulado
146,PG00146,146,2026-01-17,Carta de crédito,2171.05,Parcial
147,PG00147,147,2026-06-03,Cobranza documentaria,16.00,Pagado
148,PG00148,148,2026-06-03,Transferencia local,70.40,Pagado
149,PG00149,149,2026-04-15,Transferencia SWIFT,260.40,Pagado
150,PG00150,150,2026-06-22,Carta de crédito,128.00,Pagado
151,PG00151,151,2026-03-11,Cobranza documentaria,224.95,Pagado
152,PG00152,152,2026-02-07,Transferencia local,570.00,Pagado
153,PG00153,153,2026-05-19,Transferencia SWIFT,165.60,Pagado
154,PG00154,154,2026-04-01,Carta de crédito,225.00,Pagado
155,PG00155,155,,Cobranza documentaria,281.18,Pagado
156,PG00156,156,2026-03-12,Transferencia local,0.0,Anulado
157,PG00157,157,2026-05-20,Transferencia SWIFT,576.00,Pagado
158,PG00158,158,2026-01-01,Carta de crédito,378.32,Pagado
159,PG00159,159,2026-02-17,Cobranza documentaria,216.00,Pagado
160,PG00160,160,2026-03-08,Transferencia local,283.49,Pagado
161,PG00161,161,2026-06-17,Transferencia SWIFT,0.0,Anulado
162,PG00162,162,2026-03-17,Carta de crédito,0.0,Anulado
163,PG00163,163,2026-04-06,Cobranza documentaria,5245.56,pagado
164,PG00164,164,2026-02-18,Transferencia local,655.00,Pagado
165,PG00165,165,2026-02-21,Transferencia SWIFT,1999.19,Pagado
166,PG00166,166,2026-01-14,Carta de crédito,657.91,Parcial
167,PG00167,167,2026-03-23,Cobranza documentaria,382.12,Parcial
168,PG00168,168,2026-01-27,Transferencia local,267.20,Pagado
169,PG00169,169,2026-04-26,Transferencia SWIFT,0.0,Anulado
170,PG00170,170,2026-02-01,Carta de crédito,438.40,Pagado
171,PG00171,171,2026-03-04,Cobranza documentaria,0.0,Anulado
172,PG00172,172,2026-01-25,Transferencia local,390.40,Pagado
173,PG00173,173,2026-05-15,Transferencia SWIFT,0.0,Anulado
174,PG00174,174,2026-05-15,Carta de crédito,0.0,Anulado
175,PG00175,175,2026-06-17,Cobranza documentaria,243.28,Pagado
176,PG00176,176,2026-04-13,Transferencia local,0.0,Anulado
177,PG00177,177,2026-02-13,Transferencia SWIFT,703.78,Pagado
178,PG00178,178,2026-03-06,Carta de crédito,0.0,Anulado
179,PG00179,179,2026-06-06,Cobranza documentaria,119.20,Pagado
180,PG00180,180,2026-03-24,Transferencia local,186.00,Pagado
181,PG00181,181,2026-02-15,Transferencia SWIFT,2281.47,Parcial
182,PG00182,182,2026-02-16,Carta de crédito,496.00,Pagado
183,PG00183,183,2026-05-16,Cobranza documentaria,0.0,Anulado
184,PG00184,184,2026-05-09,Transferencia local,300.00,Pagado
185,PG00185,185,2026-03-11,Transferencia SWIFT,401.00,Pagado
186,PG00186,186,2026-04-13,Carta de crédito,1233.96,pagado
187,PG00187,187,2026-05-17,Cobranza documentaria,447.20,Pagado
188,PG00188,188,2026-05-18,Transferencia local,0.0,Anulado
189,PG00189,189,2026-03-22,Transferencia SWIFT,232.00,Pagado
190,PG00190,190,2026-06-03,Carta de crédito,320.00,Pagado
191,PG00191,191,2026-06-11,Cobranza documentaria,0.0,Anulado
192,PG00192,192,2026-02-09,Transferencia local,584.78,Pagado
193,PG00193,193,2026-05-22,Transferencia SWIFT,259.20,Pagado
194,PG00194,194,2026-05-11,Carta de crédito,80.00,Pagado
195,PG00195,195,2026-03-04,Cobranza documentaria,0.0,Anulado
196,PG00196,196,2026-06-23,Transferencia local,0.0,Anulado
197,PG00197,197,2026-05-16,Transferencia SWIFT,642.43,Pagado
198,PG00198,198,2026-01-09,Carta de crédito,208.40,Pagado
199,PG00199,199,2026-03-16,Cobranza documentaria,0.0,Anulado
200,PG00200,200,2026-06-12,Transferencia local,252.40,Pagado
201,PG00201,201,2026-01-25,Transferencia SWIFT,549.63,Pagado
202,PG00202,202,2026-04-07,Carta de crédito,620.80,Pagado
203,PG00203,203,2026-04-24,Cobranza documentaria,0.0,Anulado
204,PG00204,204,2026-01-02,Transferencia local,54.55,Parcial
205,PG00205,205,2026-01-07,Transferencia SWIFT,579.40,Pagado
206,PG00206,206,2026-03-02,Carta de crédito,195.60,Pagado
207,PG00207,207,2026-06-09,Cobranza documentaria,356.58,Pagado
208,PG00208,208,2026-02-22,Transferencia local,66.00,Pagado
209,PG00209,209,2026-04-25,Transferencia SWIFT,140.80,Pagado
210,PG00210,210,2026-02-02,Carta de crédito,1873.6,pagado
211,PG00211,211,2026-01-10,Cobranza documentaria,470.77,pagado
212,PG00212,212,2026-01-15,Transferencia local,0.0,Anulado
213,PG00213,213,,Transferencia SWIFT,429.60,Pagado
214,PG00214,214,2026-01-15,Carta de crédito,202.15,Pagado
215,PG00215,215,2026-06-19,Cobranza documentaria,340.05,Parcial
216,PG00216,216,2025-12-01,Transferencia local,355.00,Pagado
217,PG00217,217,2026-04-18,Transferencia SWIFT,348.00,Pagado
218,PG00218,218,2026-02-22,Carta de crédito,144.00,Pagado
219,PG00219,219,2026-05-13,Cobranza documentaria,96.80,Pagado
220,PG00220,220,2026-04-02,Transferencia local,0.0,Anulado
221,PG00221,221,2026-03-20,Transferencia SWIFT,136.80,Pagado
222,PG00222,222,2026-04-05,Carta de crédito,180.46,Pagado
223,PG00223,223,2026-02-25,Cobranza documentaria,330.00,Pagado
224,PG00224,224,2026-04-13,Transferencia local,345.20,Pagado
225,PG00225,225,2026-01-27,Transferencia SWIFT,215.80,Pagado
226,PG00226,226,2026-01-16,Carta de crédito,0.0,Anulado
227,PG00227,227,2026-05-25,Cobranza documentaria,331.20,Pagado
228,PG00228,228,2026-06-24,Transferencia local,0.0,Anulado
229,PG00229,229,2026-03-03,Transferencia SWIFT,462.00,Pagado
230,PG00230,230,2026-05-04,Carta de crédito,539.80,Pagado
231,PG00231,231,2026-04-03,Cobranza documentaria,327.06,Pagado
232,PG00232,232,2026-06-02,Transferencia local,82.80,Pagado
233,PG00233,233,2026-03-07,Transferencia SWIFT,422.58,Pagado
234,PG00234,234,2026-05-05,Carta de crédito,566.36,Pagado
235,PG00235,235,2025-12-11,Cobranza documentaria,0.0,Anulado
236,PG00236,236,2026-01-05,Transferencia local,68.00,Pagado
237,PG00237,237,2026-04-01,Transferencia SWIFT,294.00,Pagado
238,PG00238,238,2026-04-27,Carta de crédito,121.29,Pagado
239,PG00239,239,2026-04-21,Cobranza documentaria,1261.11,Parcial
240,PG00240,240,2026-05-14,Transferencia local,507.18,Pagado
241,PG00241,241,2026-05-14,Transferencia SWIFT,316.15,Pagado
242,PG00242,242,2026-04-08,Carta de crédito,206.68,Pagado
243,PG00243,243,2026-02-12,Cobranza documentaria,151.20,Pagado
244,PG00244,244,2026-04-12,Transferencia local,298.00,Pagado
245,PG00245,245,2026-01-06,Transferencia SWIFT,0.0,Anulado
246,PG00246,246,2026-05-25,Carta de crédito,179.77,Pagado
247,PG00247,247,2025-12-14,Cobranza documentaria,0.0,Anulado
248,PG00248,248,2026-05-14,Transferencia local,170.40,Pagado
249,PG00249,249,2026-06-16,Transferencia SWIFT,0.0,Anulado
250,PG00250,250,2026-06-06,Carta de crédito,330.40,Pagado
251,PG00251,251,2026-02-09,Cobranza documentaria,651.6,Pagado
252,PG00252,252,2026-05-08,Transferencia local,386.40,Pagado
253,PG00253,253,2026-04-27,Transferencia SWIFT,35.20,Pagado
254,PG00254,254,2026-01-04,Carta de crédito,192.40,Pagado
255,PG00255,255,2026-03-17,Cobranza documentaria,579.40,Pagado
256,PG00256,256,2026-05-14,Transferencia local,480.12,Pagado
257,PG00257,257,2026-01-27,Transferencia SWIFT,1388.21,Parcial
258,PG00258,258,2026-06-03,Carta de crédito,605.60,Pagado
259,PG00259,259,2026-06-27,Cobranza documentaria,0.0,Anulado
260,PG00260,260,2026-05-16,Transferencia local,4182.99,Pagado
261,PG00261,261,2026-06-23,Transferencia SWIFT,2159.39,Parcial
262,PG00262,262,2026-01-21,Carta de crédito,460.74,Pagado
263,PG00263,263,2026-01-06,Cobranza documentaria,396.20,Pagado
264,PG00264,264,2026-02-27,Transferencia local,795.04,Pagado
265,PG00265,265,2026-04-25,Transferencia SWIFT,589.75,Pagado
266,PG00266,266,2026-01-24,Carta de crédito,4057.6,pagado
267,PG00267,267,2026-02-01,Cobranza documentaria,854.92,Parcial
268,PG00268,268,2026-01-22,Transferencia local,56.00,Pagado
269,PG00269,269,2026-06-10,Transferencia SWIFT,486.00,Pagado
270,PG00270,270,2026-02-19,Carta de crédito,0.0,Anulado
271,PG00271,271,2026-02-22,Cobranza documentaria,259.08,Parcial
272,PG00272,272,2026-03-17,Transferencia local,0.0,Anulado
273,PG00273,273,2026-05-04,Transferencia SWIFT,227.20,Pagado
274,PG00274,274,2026-05-19,Carta de crédito,1233.8,Parcial
275,PG00275,275,2026-03-22,Cobranza documentaria,361.60,Pagado
276,PG00276,276,2026-05-04,Transferencia local,674.92,Pagado
277,PG00277,277,2026-04-18,Transferencia SWIFT,1435.03,Parcial
278,PG00278,278,2026-04-17,Carta de crédito,185.36,Pagado
279,PG00279,279,2026-03-07,Cobranza documentaria,325.20,Pagado
280,PG00280,280,2026-06-20,Transferencia local,648.50,Pagado
281,PG00281,281,2026-04-11,Transferencia SWIFT,0.0,Anulado
282,PG00282,282,2026-06-03,Carta de crédito,125.40,Pagado
283,PG00283,283,2026-02-25,Cobranza documentaria,55.06,Pagado
284,PG00284,284,2025-12-18,Transferencia local,0.0,Anulado
285,PG00285,285,2026-05-02,Transferencia SWIFT,420.00,Pagado
286,PG00286,286,2026-01-06,Carta de crédito,627.20,Pagado
287,PG00287,287,2026-02-28,Cobranza documentaria,450.00,Pagado
288,PG00288,288,2026-01-27,Transferencia local,0.0,Anulado
289,PG00289,289,2026-01-27,Transferencia SWIFT,0.0,anulado
290,PG00290,290,2026-05-24,Carta de crédito,464.12,Pagado
291,PG00291,291,2026-05-14,Cobranza documentaria,1060.8,Parcial
292,PG00292,292,2026-05-09,Transferencia local,308.40,Pagado
293,PG00293,293,2026-02-23,Transferencia SWIFT,0.0,Anulado
294,PG00294,294,2026-02-03,Carta de crédito,418.00,Pagado
295,PG00295,295,2026-04-26,Cobranza documentaria,63.03,Parcial
296,PG00296,296,2026-06-03,Transferencia local,276.00,Pagado
297,PG00297,297,,Transferencia SWIFT,164.74,Parcial
298,PG00298,298,2026-05-28,Carta de crédito,523.66,Pagado
299,PG00299,299,2026-05-05,Cobranza documentaria,114.00,Pagado
300,PG00300,300,2026-01-07,Transferencia local,138.00,Pagado
301,PG00301,301,2026-06-07,Transferencia SWIFT,634.30,Pagado
302,PG00302,302,,Carta de crédito,705.63,Pagado
303,PG00303,303,2026-02-28,Cobranza documentaria,201.19,Parcial
304,PG00304,304,2026-01-28,Transferencia local,1707.43,Parcial
305,PG00305,305,2026-01-27,Transferencia SWIFT,1901.18,Parcial
306,PG00306,306,2026-04-17,Carta de crédito,627.78,Pagado
307,PG00307,307,2026-05-13,Cobranza documentaria,2777.72,Pagado
308,PG00308,308,2026-02-08,Transferencia local,0.0,Anulado
309,PG00309,309,2026-06-12,Transferencia SWIFT,114.40,Pagado
310,PG00310,310,2026-02-06,Carta de crédito,447.06,Pagado
311,PG00311,311,2026-05-26,Cobranza documentaria,417.04,Pagado
312,PG00312,312,2026-05-26,Transferencia local,1572.81,Parcial
313,PG00313,313,2026-02-10,Transferencia SWIFT,689.2,Parcial
314,PG00314,314,2026-03-04,Carta de crédito,386.40,Pagado
315,PG00315,315,2026-06-18,Cobranza documentaria,317.20,Pagado
316,PG00316,316,2026-03-27,Transferencia local,513.00,Pagado
317,PG00317,317,2026-05-03,Transferencia SWIFT,90.00,Pagado
318,PG00318,318,2026-01-15,Carta de crédito,271.20,Pagado
319,PG00319,319,2026-02-08,Cobranza documentaria,72.00,Pagado
320,PG00320,320,2026-02-04,Transferencia local,378.80,Pagado
321,PG00321,321,2026-03-23,Transferencia SWIFT,535.40,Pagado
322,PG00322,322,2026-06-25,Carta de crédito,206.40,Pagado
323,PG00323,323,2026-01-14,Cobranza documentaria,223.20,Pagado
324,PG00324,324,2026-05-05,Transferencia local,0.0,Anulado
325,PG00325,325,2026-04-24,Transferencia SWIFT,108.17,Pagado
326,PG00326,326,2026-06-27,Carta de crédito,314.00,Pagado
327,PG00327,327,2026-04-23,Cobranza documentaria,218.00,Pagado
328,PG00328,328,2026-04-10,Transferencia local,0.0,Anulado
329,PG00329,329,2026-05-02,Transferencia SWIFT,4204.32,pagado
330,PG00330,330,2026-04-26,Carta de crédito,532.00,Pagado
331,PG00331,331,2025-12-19,Cobranza documentaria,112.00,Pagado
332,PG00332,332,2026-01-02,Transferencia local,549.18,Pagado
333,PG00333,333,2026-06-23,Transferencia SWIFT,0.0,Anulado
334,PG00334,334,2026-03-24,Carta de crédito,0.0,Anulado
335,PG00335,335,2026-06-08,Cobranza documentaria,515.60,Pagado
336,PG00336,336,2026-03-14,Transferencia local,660.40,Pagado
337,PG00337,337,2026-04-25,Transferencia SWIFT,234.20,Pagado
338,PG00338,338,2026-02-02,Carta de crédito,116.00,Pagado
339,PG00339,339,2026-06-05,Cobranza documentaria,253.12,Pagado
340,PG00340,340,2026-02-07,Transferencia local,330.00,Pagado
341,PG00341,341,2026-02-14,Transferencia SWIFT,2073.34,Parcial
342,PG00342,342,2026-03-26,Carta de crédito,54.72,Pagado
343,PG00343,343,2026-06-26,Cobranza documentaria,0.0,Anulado
344,PG00344,344,2026-04-18,Transferencia local,0.0,Anulado
345,PG00345,345,2026-05-23,Transferencia SWIFT,221.09,Parcial
346,PG00346,346,2026-02-21,Carta de crédito,130.74,Pagado
347,PG00347,347,2026-02-05,Cobranza documentaria,752.40,Pagado
348,PG00348,348,2026-02-08,Transferencia local,549.20,Pagado
349,PG00349,349,2026-01-08,Transferencia SWIFT,726.80,Pagado
350,PG00350,350,2026-06-06,Carta de crédito,105.40,Pagado
351,PG00351,351,2026-01-17,Cobranza documentaria,747.33,Pagado
352,PG00352,352,2026-05-26,Transferencia local,110.40,Pagado
353,PG00353,353,2026-01-11,Transferencia SWIFT,722.00,Pagado
354,PG00354,354,2026-05-15,Carta de crédito,314.00,Pagado
355,PG00355,355,2026-01-24,Cobranza documentaria,229.72,Pagado
356,PG00356,356,2026-06-22,Transferencia local,0.0,Anulado
357,PG00357,357,2026-06-07,Transferencia SWIFT,374.00,Pagado
358,PG00358,358,2026-06-23,Carta de crédito,87.16,Pagado
359,PG00359,359,2026-04-23,Cobranza documentaria,178.80,Pagado
360,PG00360,360,2026-06-26,Transferencia local,0.0,Anulado
361,PG00361,361,2026-01-11,Transferencia SWIFT,174.00,Pagado
362,PG00362,362,2026-06-10,Carta de crédito,55.20,Pagado
363,PG00363,363,2026-01-15,Cobranza documentaria,450.00,Pagado
364,PG00364,364,2026-06-08,Transferencia local,682.32,Pagado
365,PG00365,365,2026-05-14,Transferencia SWIFT,91.60,Pagado
366,PG00366,366,2026-02-17,Carta de crédito,87.16,Pagado
367,PG00367,367,2026-05-26,Cobranza documentaria,121.41,Parcial
368,PG00368,368,2026-05-15,Transferencia local,330.36,Pagado
369,PG00369,369,2026-03-13,Transferencia SWIFT,542.00,Pagado
370,PG00370,370,2026-02-24,Carta de crédito,0.0,Anulado
371,PG00371,371,2026-01-01,Cobranza documentaria,37.20,Pagado
372,PG00372,372,2026-02-13,Transferencia local,0.0,Anulado
373,PG00373,373,2026-02-19,Transferencia SWIFT,148.80,Pagado
374,PG00374,374,2026-02-09,Carta de crédito,0.0,Anulado
375,PG00375,375,2026-03-10,Cobranza documentaria,324.00,Pagado
376,PG00376,376,2026-01-02,Transferencia local,316.40,Pagado
377,PG00377,377,2026-03-05,Transferencia SWIFT,0.0,Anulado
378,PG00378,378,,Carta de crédito,472.24,Pagado
379,PG00379,379,2026-04-18,Cobranza documentaria,176.00,Pagado
380,PG00380,380,2026-02-07,Transferencia local,0.0,anulado
381,PG00381,381,2026-03-03,Transferencia SWIFT,332.40,Pagado
382,PG00382,382,2026-03-28,Carta de crédito,233.60,Pagado
383,PG00383,383,2026-02-26,Cobranza documentaria,0.0,Anulado
384,PG00384,384,2026-04-20,Transferencia local,375.00,Pagado
385,PG00385,385,2026-04-11,Transferencia SWIFT,445.60,Pagado
386,PG00386,386,2026-03-11,Carta de crédito,194.00,Pagado
387,PG00387,387,2026-04-06,Cobranza documentaria,72.00,Pagado
388,PG00388,388,2026-01-15,Transferencia local,2584.86,Parcial
389,PG00389,389,2026-01-28,Transferencia SWIFT,298.00,Pagado
390,PG00390,390,2026-04-09,Carta de crédito,266.26,Pagado
391,PG00391,391,2026-05-28,Cobranza documentaria,1186.66,parcial
392,PG00392,392,2026-06-05,Transferencia local,242.58,Pagado
393,PG00393,393,2026-02-01,Transferencia SWIFT,252.00,Pagado
394,PG00394,394,2026-03-22,Carta de crédito,385.00,Pagado
395,PG00395,395,2026-04-18,Cobranza documentaria,516.9,Pagado
396,PG00396,396,2026-05-17,Transferencia local,48.40,Pagado
397,PG00397,397,2026-02-14,Transferencia SWIFT,282.00,Pagado
398,PG00398,398,2026-01-27,Carta de crédito,515.40,Pagado
399,PG00399,399,2026-02-02,Cobranza documentaria,0.0,Anulado
400,PG00400,400,2026-05-20,Transferencia local,450.57,Pagado
401,PG00401,401,2026-02-06,Transferencia SWIFT,0.0,Anulado
402,PG00402,402,2026-02-21,Carta de crédito,121.29,Pagado
403,PG00403,403,2026-04-02,Cobranza documentaria,2817.55,Parcial
404,PG00404,404,2026-02-26,Transferencia local,286.72,Pagado
405,PG00405,405,2026-05-23,Transferencia SWIFT,346.00,Pagado
406,PG00406,406,2026-01-25,Carta de crédito,0.0,Anulado
407,PG00407,407,2026-06-14,Cobranza documentaria,487.20,Pagado
408,PG00408,408,2026-04-09,Transferencia local,571.00,Pagado
409,PG00409,409,2026-03-12,Transferencia SWIFT,250.92,Pagado
